coil_geometry,turns,gap,offset,frequency,q_factor,voltage,current,ferrite,shield,efficiency
d-shaped,10,15,10,80,170,350,5,A1,mu-metal,74.43840567979792
d-shaped,10,15,10,80,170,350,5,B1,none,75.1254786751453
d-shaped,10,15,10,80,170,350,5,B1,mu-metal,73.9611462455188
d-shaped,10,15,10,90,150,300,3,A1,none,75.35873942497794
d-shaped,10,15,10,90,150,300,3,A1,mu-metal,74.33776086110316
d-shaped,10,15,10,90,150,300,3,B1,none,74.63112869858053
d-shaped,10,15,10,90,150,300,3,B1,mu-metal,73.51974513038958
d-shaped,10,15,10,90,150,300,5,A1,none,74.02870313018009
d-shaped,10,15,10,90,150,300,5,A1,mu-metal,74.01374770336822
d-shaped,10,15,10,90,150,300,5,B1,none,74.32659559993246
d-shaped,10,15,10,90,150,300,5,B1,mu-metal,74.14712912347997
d-shaped,10,15,10,90,150,350,3,A1,none,74.85703704729119
d-shaped,10,15,10,90,150,350,3,A1,mu-metal,73.75649729682874
d-shaped,10,15,10,90,150,350,3,B1,none,73.8983047915767
d-shaped,10,15,10,90,150,350,3,B1,mu-metal,73.82781919020385
d-shaped,10,15,10,90,150,350,5,A1,none,75.35689213667808
d-shaped,10,15,10,90,150,350,5,A1,mu-metal,73.51537746497507
d-shaped,10,15,10,90,150,350,5,B1,none,74.48266084207594
d-shaped,10,15,10,90,150,350,5,B1,mu-metal,74.61010219858274
d-shaped,10,15,10,90,170,300,3,A1,none,73.69939703754439
d-shaped,10,15,10,90,170,300,3,A1,mu-metal,73.65711524004895
d-shaped,10,15,10,90,170,300,3,B1,none,74.15683934500825
d-shaped,10,15,10,90,170,300,3,B1,mu-metal,74.6763844844056
d-shaped,10,15,10,90,170,300,5,A1,none,73.71777755056122
d-shaped,10,15,10,90,170,300,5,A1,mu-metal,74.0416578696855
d-shaped,10,15,10,90,170,300,5,B1,none,74.00721640283435
d-shaped,10,15,10,90,170,300,5,B1,mu-metal,74.6625405461045
d-shaped,10,15,10,90,170,350,3,A1,none,74.11596908480617
d-shaped,10,15,10,90,170,350,3,A1,mu-metal,73.94215342266375
d-shaped,10,15,10,90,170,350,3,B1,none,73.74876303993639
d-shaped,10,15,10,90,170,350,3,B1,mu-metal,74.09653060950599
d-shaped,10,15,10,90,170,350,5,A1,none,73.93246499155899
d-shaped,10,15,10,90,170,350,5,A1,mu-metal,73.52889477152911
d-shaped,10,15,10,90,170,350,5,B1,none,73.89929011586631
d-shaped,10,15,10,90,170,350,5,B1,mu-metal,74.07724170299988
d-shaped,10,20,0,80,150,300,3,A1,none,75.81652030345971
d-shaped,10,20,0,80,150,300,3,A1,mu-metal,75.69221725078467
d-shaped,10,20,0,80,150,300,3,B1,none,76.61542497027486
d-shaped,10,20,0,80,150,300,3,B1,mu-metal,75.8972380890062
d-shaped,10,20,0,80,150,300,5,A1,none,75.8726020587413
d-shaped,10,20,0,80,150,300,5,A1,mu-metal,75.50747737787624
d-shaped,10,20,0,80,150,300,5,B1,none,75.42068059739857
d-shaped,10,20,0,80,150,300,5,B1,mu-metal,75.31082919534418
d-shaped,10,20,0,80,150,350,3,A1,none,75.2897554449169
d-shaped,10,20,0,80,150,350,3,A1,mu-metal,75.68045970854634
d-shaped,10,20,0,80,150,350,3,B1,none,75.5709418068062
d-shaped,10,20,0,80,150,350,3,B1,mu-metal,75.33426988387285
d-shaped,10,20,0,80,150,350,5,A1,none,75.48146665180293
d-shaped,10,20,0,80,150,350,5,A1,mu-metal,75.63672429605903
d-shaped,10,20,0,80,150,350,5,B1,none,74.77867898467842
d-shaped,10,20,0,80,150,350,5,B1,mu-metal,75.49982050162896
d-shaped,10,20,0,80,170,300,3,A1,none,76.09525239993242
d-shaped,10,20,0,80,170,300,3,A1,mu-metal,75.24114736634336
d-shaped,10,20,0,80,170,300,3,B1,none,76.2163002742679
d-shaped,10,20,0,80,170,300,3,B1,mu-metal,75.9011669132629
d-shaped,10,20,0,80,170,300,5,A1,none,74.51936012306226
d-shaped,10,20,0,80,170,300,5,A1,mu-metal,75.25703049343483
d-shaped,10,20,0,80,170,300,5,B1,none,75.9668652441436
d-shaped,10,20,0,80,170,300,5,B1,mu-metal,75.15857020022597
d-shaped,10,20,0,80,170,350,3,A1,none,76.24749457956841
d-shaped,10,20,0,80,170,350,3,A1,mu-metal,75.99818094450174
d-shaped,10,20,0,80,170,350,3,B1,none,75.63228160744569
d-shaped,10,20,0,80,170,350,3,B1,mu-metal,75.04783654575937
d-shaped,10,20,0,80,170,350,5,A1,none,75.67999571409506
d-shaped,10,20,0,80,170,350,5,A1,mu-metal,75.75583207268943
d-shaped,10,20,0,80,170,350,5,B1,none,75.9684547025686
d-shaped,10,20,0,80,170,350,5,B1,mu-metal,75.80088896332843
d-shaped,10,20,0,90,150,300,3,A1,none,75.93273732628722
d-shaped,10,20,0,90,150,300,3,A1,mu-metal,75.50762519575039
d-shaped,10,20,0,90,150,300,3,B1,none,74.96459340675337
d-shaped,10,20,0,90,150,300,3,B1,mu-metal,75.84865398983581
d-shaped,10,20,0,90,150,300,5,A1,none,74.69786376102222
d-shaped,10,20,0,90,150,300,5,A1,mu-metal,75.36527073392811
d-shaped,10,20,0,90,150,300,5,B1,none,75.84279799729619
d-shaped,10,20,0,90,150,300,5,B1,mu-metal,74.35185991108467
d-shaped,10,20,0,90,150,350,3,A1,none,74.81486493195357
d-shaped,10,20,0,90,150,350,3,A1,mu-metal,74.9653757837099
d-shaped,10,20,0,90,150,350,3,B1,none,75.5152157042878
d-shaped,10,20,0,90,150,350,3,B1,mu-metal,75.68083431939941
d-shaped,10,20,0,90,150,350,5,A1,none,76.5518451133683
d-shaped,10,20,0,90,150,350,5,A1,mu-metal,75.14970738217936
d-shaped,10,20,0,90,150,350,5,B1,none,74.94168294187932
d-shaped,10,20,0,90,150,350,5,B1,mu-metal,75.60827181505161
d-shaped,10,20,0,90,170,300,3,A1,none,75.27450254604301
d-shaped,10,20,0,90,170,300,3,A1,mu-metal,75.77538007826733
d-shaped,10,20,0,90,170,300,3,B1,none,75.73634619609197
d-shaped,10,20,0,90,170,300,3,B1,mu-metal,75.73346202931943
d-shaped,10,20,0,90,170,300,5,A1,none,74.90099001043575
d-shaped,10,20,0,90,170,300,5,A1,mu-metal,75.22598939800207
d-shaped,10,20,0,90,170,300,5,B1,none,74.90033688868246
d-shaped,10,20,0,90,170,300,5,B1,mu-metal,75.05542649185867
d-shaped,10,20,0,90,170,350,3,A1,none,76.01728396167519
d-shaped,10,20,0,90,170,350,3,A1,mu-metal,75.3596181484796
d-shaped,10,20,0,90,170,350,3,B1,none,75.8311778951135
d-shaped,10,20,0,90,170,350,3,B1,mu-metal,75.3366017497583
d-shaped,10,20,0,90,170,350,5,A1,none,75.45175326765249
d-shaped,10,20,0,90,170,350,5,A1,mu-metal,75.8758696271822
d-shaped,10,20,0,90,170,350,5,B1,none,76.08530253481186
d-shaped,10,20,0,90,170,350,5,B1,mu-metal,75.54474952860541
d-shaped,10,20,10,80,150,300,3,A1,none,71.0406216877053
d-shaped,10,20,10,80,150,300,3,A1,mu-metal,70.16695396708214
d-shaped,10,20,10,80,150,300,3,B1,none,69.90253386410893
d-shaped,10,20,10,80,150,300,3,B1,mu-metal,71.26068452280632
d-shaped,10,20,10,80,150,300,5,A1,none,70.52384784004362
d-shaped,10,20,10,80,150,300,5,A1,mu-metal,70.83270294835384
d-shaped,10,20,10,80,150,300,5,B1,none,70.26994329219477
d-shaped,10,20,10,80,150,300,5,B1,mu-metal,70.38595841537632
d-shaped,10,20,10,80,150,350,3,A1,none,70.83755180904573
d-shaped,10,20,10,80,150,350,3,A1,mu-metal,70.79800492555655
d-shaped,10,20,10,80,150,350,3,B1,none,71.4069531049135
d-shaped,10,20,10,80,150,350,3,B1,mu-metal,71.30819735976831
d-shaped,10,20,10,80,150,350,5,A1,none,71.47770935688425
d-shaped,10,20,10,80,150,350,5,A1,mu-metal,70.74934790589995
d-shaped,10,20,10,80,150,350,5,B1,none,70.68967776960474
d-shaped,10,20,10,80,150,350,5,B1,mu-metal,71.67135057042364
d-shaped,10,20,10,80,170,300,3,A1,none,70.39278979422171
d-shaped,10,20,10,80,170,300,3,A1,mu-metal,70.96883307784023
d-shaped,10,20,10,80,170,300,3,B1,none,70.72922544870785
d-shaped,10,20,10,80,170,300,3,B1,mu-metal,70.82919494312186
d-shaped,10,20,10,80,170,300,5,A1,none,70.03901962214643
d-shaped,10,20,10,80,170,300,5,A1,mu-metal,70.45989830280016
d-shaped,10,20,10,80,170,300,5,B1,none,70.68321404693887
d-shaped,10,20,10,80,170,300,5,B1,mu-metal,71.844655919414
d-shaped,10,20,10,80,170,350,3,A1,none,71.20078724699181
d-shaped,10,20,10,80,170,350,3,A1,mu-metal,70.3721153531343
d-shaped,10,20,10,80,170,350,3,B1,none,70.67195553249958
d-shaped,10,20,10,80,170,350,3,B1,mu-metal,70.77493508578551
d-shaped,10,20,10,80,170,350,5,A1,none,71.00674866571099
d-shaped,10,20,10,80,170,350,5,A1,mu-metal,70.36620431430298
d-shaped,10,20,10,80,170,350,5,B1,none,70.9702521572416
d-shaped,10,20,10,80,170,350,5,B1,mu-metal,70.43884916318072
d-shaped,10,20,10,90,150,300,3,A1,none,70.53310241992514
d-shaped,10,20,10,90,150,300,3,A1,mu-metal,70.23741270985134
d-shaped,10,20,10,90,150,300,3,B1,none,70.96028186777258
d-shaped,10,20,10,90,150,300,3,B1,mu-metal,71.09374087829255
d-shaped,10,20,10,90,150,300,5,A1,none,70.92472666384892
d-shaped,10,20,10,90,150,300,5,A1,mu-metal,70.4122565407945
d-shaped,10,20,10,90,150,300,5,B1,none,71.11157586594675
d-shaped,10,20,10,90,150,300,5,B1,mu-metal,71.44876759527116
d-shaped,10,20,10,90,150,350,3,A1,none,70.99150161090867
d-shaped,10,20,10,90,150,350,3,A1,mu-metal,70.2644386518903
d-shaped,10,20,10,90,150,350,3,B1,none,70.67400589427497
d-shaped,10,20,10,90,150,350,3,B1,mu-metal,70.26515596251357
d-shaped,10,20,10,90,150,350,5,A1,none,70.12087221852575
d-shaped,10,20,10,90,150,350,5,A1,mu-metal,70.06811310867509
d-shaped,10,20,10,90,150,350,5,B1,none,71.52363801210603
d-shaped,10,20,10,90,150,350,5,B1,mu-metal,71.63494905605454
d-shaped,10,20,10,90,170,300,3,A1,none,70.95167356345458
d-shaped,10,20,10,90,170,300,3,A1,mu-metal,71.15873268460766
d-shaped,10,20,10,90,170,300,3,B1,none,71.32602265175571
d-shaped,10,20,10,90,170,300,3,B1,mu-metal,71.61485191145896
d-shaped,10,20,10,90,170,300,5,A1,none,70.99060251816113
d-shaped,10,20,10,90,170,300,5,A1,mu-metal,70.69866981300895
d-shaped,10,20,10,90,170,300,5,B1,none,70.99150561059928
d-shaped,10,20,10,90,170,300,5,B1,mu-metal,71.66843364046719
d-shaped,10,20,10,90,170,350,3,A1,none,71.21436839102216
d-shaped,10,20,10,90,170,350,3,A1,mu-metal,71.22007673577174
d-shaped,10,20,10,90,170,350,3,B1,none,71.39335664482935
d-shaped,10,20,10,90,170,350,3,B1,mu-metal,71.31605063750992
d-shaped,10,20,10,90,170,350,5,A1,none,70.99011754803595
d-shaped,10,20,10,90,170,350,5,A1,mu-metal,71.16203235610979
d-shaped,10,20,10,90,170,350,5,B1,none,70.7859714579667
d-shaped,10,20,10,90,170,350,5,B1,mu-metal,71.19492450269372
d-shaped,12,10,0,80,150,300,3,A1,none,81.94618531323115
d-shaped,12,10,0,80,150,300,3,A1,mu-metal,82.74978439594359
d-shaped,12,10,0,80,150,300,3,B1,none,81.65232348113308
d-shaped,12,10,0,80,150,300,3,B1,mu-metal,81.3651947967029
d-shaped,12,10,0,80,150,300,5,A1,none,81.2577816999622
d-shaped,12,10,0,80,150,300,5,A1,mu-metal,81.76177627217598
d-shaped,12,10,0,80,150,300,5,B1,none,82.67793244436137
d-shaped,12,10,0,80,150,300,5,B1,mu-metal,81.80340003459384
d-shaped,12,10,0,80,150,350,3,A1,none,82.18857532999343
d-shaped,12,10,0,80,150,350,3,A1,mu-metal,81.82344773771044
d-shaped,12,10,0,80,150,350,3,B1,none,82.31795387141254
d-shaped,12,10,0,80,150,350,3,B1,mu-metal,82.36804718621724
d-shaped,12,10,0,80,150,350,5,A1,none,82.28232850402163
d-shaped,12,10,0,80,150,350,5,A1,mu-metal,81.8138301439604
d-shaped,12,10,0,80,150,350,5,B1,none,81.42694259613452
d-shaped,12,10,0,80,150,350,5,B1,mu-metal,82.2414806671736
d-shaped,12,10,0,80,170,300,3,A1,none,82.2024510610377
d-shaped,12,10,0,80,170,300,3,A1,mu-metal,82.71790041894943
d-shaped,12,10,0,80,170,300,3,B1,none,81.56382832572021
d-shaped,12,10,0,80,170,300,3,B1,mu-metal,81.24059682459688
d-shaped,12,10,0,80,170,300,5,A1,none,81.75119975412764
d-shaped,12,10,0,80,170,300,5,A1,mu-metal,81.7601860734681
d-shaped,12,10,0,80,170,300,5,B1,none,82.42691720788777
d-shaped,12,10,0,80,170,300,5,B1,mu-metal,82.1342972229371
d-shaped,12,10,0,80,170,350,3,A1,none,81.8919636798735
d-shaped,12,10,0,80,170,350,3,A1,mu-metal,81.17940141404114
d-shaped,12,10,0,80,170,350,3,B1,none,81.80799872542265
d-shaped,12,10,0,80,170,350,3,B1,mu-metal,81.65683461005231
d-shaped,12,10,0,80,170,350,5,A1,none,81.54343463013619
d-shaped,12,10,0,80,170,350,5,A1,mu-metal,81.53287166158218
d-shaped,12,10,0,80,170,350,5,B1,none,81.39816548689255
d-shaped,12,10,0,80,170,350,5,B1,mu-metal,82.06815571097528
d-shaped,12,10,0,90,150,300,3,A1,none,82.17980665346741
d-shaped,12,10,0,90,150,300,3,A1,mu-metal,81.62695042070757
d-shaped,12,10,0,90,150,300,3,B1,none,81.84066233088134
d-shaped,12,10,0,90,150,300,3,B1,mu-metal,82.45209558722729
d-shaped,12,10,0,90,150,300,5,A1,none,81.94674872443433
d-shaped,12,10,0,90,150,300,5,A1,mu-metal,82.18031968274781
d-shaped,12,10,0,90,150,300,5,B1,none,82.21456518005486
d-shaped,12,10,0,90,150,300,5,B1,mu-metal,81.92170350823643
d-shaped,12,10,0,90,150,350,3,A1,none,82.78441502260084
d-shaped,12,10,0,90,150,350,3,A1,mu-metal,82.48231719412401
d-shaped,12,10,0,90,150,350,3,B1,none,81.64986128206067
d-shaped,12,10,0,90,150,350,3,B1,mu-metal,81.61519124141397
d-shaped,12,10,0,90,150,350,5,A1,none,80.94982092763539
d-shaped,12,10,0,90,150,350,5,A1,mu-metal,82.46134610958731
d-shaped,12,10,0,90,150,350,5,B1,none,83.17655999670542
d-shaped,12,10,0,90,150,350,5,B1,mu-metal,82.5531388610986
d-shaped,12,10,0,90,170,300,3,A1,none,82.55816958608528
d-shaped,12,10,0,90,170,300,3,A1,mu-metal,82.27525269852545
d-shaped,12,10,0,90,170,300,3,B1,none,82.47774916398026
d-shaped,12,10,0,90,170,300,3,B1,mu-metal,81.90601049758779
d-shaped,12,10,0,90,170,300,5,A1,none,80.98922001741525
d-shaped,12,10,0,90,170,300,5,A1,mu-metal,82.00336822338546
d-shaped,12,10,0,90,170,300,5,B1,none,81.87032569820987
d-shaped,12,10,0,90,170,300,5,B1,mu-metal,81.8017557645709
d-shaped,12,10,0,90,170,350,3,A1,none,82.03215276251433
d-shaped,12,10,0,90,170,350,3,A1,mu-metal,82.068314404315
d-shaped,12,10,0,90,170,350,3,B1,none,81.78870895433617
d-shaped,12,10,0,90,170,350,3,B1,mu-metal,81.92122097938946
d-shaped,12,10,0,90,170,350,5,A1,none,82.57370360368526
d-shaped,12,10,0,90,170,350,5,A1,mu-metal,82.74138531205907
d-shaped,12,10,0,90,170,350,5,B1,none,82.17340446049633
d-shaped,12,10,0,90,170,350,5,B1,mu-metal,82.3873359271204
d-shaped,12,10,10,80,150,300,3,A1,none,77.02513611247824
d-shaped,12,10,10,80,150,300,3,A1,mu-metal,77.42155525872687
d-shaped,12,10,10,80,150,300,3,B1,none,77.29144641280314
d-shaped,12,10,10,80,150,300,3,B1,mu-metal,77.58640310032717
d-shaped,12,10,10,80,150,300,5,A1,none,78.42909158851758
d-shaped,12,10,10,80,150,300,5,A1,mu-metal,77.96328091353907
d-shaped,12,10,10,80,150,300,5,B1,none,76.81474286269992
d-shaped,12,10,10,80,150,300,5,B1,mu-metal,78.09492288790818
d-shaped,12,10,10,80,150,350,3,A1,none,76.98341566111814
d-shaped,12,10,10,80,150,350,3,A1,mu-metal,77.06513042157567
d-shaped,12,10,10,80,150,350,3,B1,none,77.07903410599516
d-shaped,12,10,10,80,150,350,3,B1,mu-metal,77.98384253862139
d-shaped,12,10,10,80,150,350,5,A1,none,77.79598405661953
d-shaped,12,10,10,80,150,350,5,A1,mu-metal,77.15354256284857
d-shaped,12,10,10,80,150,350,5,B1,none,78.2324275406386
d-shaped,12,10,10,80,150,350,5,B1,mu-metal,77.7559738525706
d-shaped,12,10,10,80,170,300,3,A1,none,76.74404086647868
d-shaped,12,10,10,80,170,300,3,A1,mu-metal,76.5387742237211
d-shaped,12,10,10,80,170,300,3,B1,none,76.63256991726824
d-shaped,12,10,10,80,170,300,3,B1,mu-metal,76.77331303519827
d-shaped,12,10,10,80,170,300,5,A1,none,77.41569328417017
d-shaped,12,10,10,80,170,300,5,A1,mu-metal,76.72210985863329
d-shaped,12,10,10,80,170,300,5,B1,none,77.39427381055344
d-shaped,12,10,10,80,170,300,5,B1,mu-metal,76.6556055353153
d-shaped,12,10,10,80,170,350,3,A1,none,77.91785909791786
d-shaped,12,10,10,80,170,350,3,A1,mu-metal,77.52121728428796
d-shaped,12,10,10,80,170,350,3,B1,none,77.33867090425863
d-shaped,12,10,10,80,170,350,3,B1,mu-metal,78.13302602871875
d-shaped,12,10,10,80,170,350,5,A1,none,77.2461925098186
d-shaped,12,10,10,80,170,350,5,A1,mu-metal,76.5354655940465
d-shaped,12,10,10,80,170,350,5,B1,none,76.74019848723096
d-shaped,12,10,10,80,170,350,5,B1,mu-metal,77.8291663807202
d-shaped,12,10,10,90,150,300,3,A1,none,77.11643577209672
d-shaped,12,10,10,90,150,300,3,A1,mu-metal,77.42222869920322
d-shaped,12,10,10,90,150,300,3,B1,none,76.50174253321889
d-shaped,12,10,10,90,150,300,3,B1,mu-metal,76.08717358023078
d-shaped,12,10,10,90,150,300,5,A1,none,77.28575732683329
d-shaped,12,10,10,90,150,300,5,A1,mu-metal,77.59007475385447
d-shaped,12,10,10,90,150,300,5,B1,none,77.05119691773218
d-shaped,12,10,10,90,150,300,5,B1,mu-metal,76.75522806828847
d-shaped,12,10,10,90,150,350,3,A1,none,77.09147817830323
d-shaped,12,10,10,90,150,350,3,A1,mu-metal,77.56697690245795
d-shaped,12,10,10,90,150,350,3,B1,none,77.8759675712323
d-shaped,12,10,10,90,150,350,3,B1,mu-metal,77.83521448841834
d-shaped,12,10,10,90,150,350,5,A1,none,77.49122969678253
d-shaped,12,10,10,90,150,350,5,A1,mu-metal,76.82492760903077
d-shaped,12,10,10,90,150,350,5,B1,none,77.83530632866834
d-shaped,12,10,10,90,150,350,5,B1,mu-metal,77.54179032202862
d-shaped,12,10,10,90,170,300,3,A1,none,78.41515797298094
d-shaped,12,10,10,90,170,300,3,A1,mu-metal,77.1711667562548
d-shaped,12,10,10,90,170,300,3,B1,none,78.28499332491567
d-shaped,12,10,10,90,170,300,3,B1,mu-metal,77.68017077514467
d-shaped,12,10,10,90,170,300,5,A1,none,77.06963974472907
d-shaped,12,10,10,90,170,300,5,A1,mu-metal,77.62620340700188
d-shaped,12,10,10,90,170,300,5,B1,none,76.97374126634978
d-shaped,12,10,10,90,170,300,5,B1,mu-metal,77.37333507538982
d-shaped,12,10,10,90,170,350,3,A1,none,76.89464742247846
d-shaped,12,10,10,90,170,350,3,A1,mu-metal,77.64119153062882
d-shaped,12,10,10,90,170,350,3,B1,none,77.05446513622901
d-shaped,12,10,10,90,170,350,3,B1,mu-metal,77.82093318800331
d-shaped,12,10,10,90,170,350,5,A1,none,77.71895010132516
d-shaped,12,10,10,90,170,350,5,A1,mu-metal,77.22391941085723
d-shaped,12,10,10,90,170,350,5,B1,none,76.9012536171206
d-shaped,12,10,10,90,170,350,5,B1,mu-metal,78.04627830621716
d-shaped,12,15,0,80,150,300,3,A1,none,78.24936060633136
d-shaped,12,15,0,80,150,300,3,A1,mu-metal,79.18964536306032
d-shaped,12,15,0,80,150,300,3,B1,none,78.61093102833816
d-shaped,12,15,0,80,150,300,3,B1,mu-metal,79.66882931083171
d-shaped,12,15,0,80,150,300,5,A1,none,78.33689221776312
d-shaped,12,15,0,80,150,300,5,A1,mu-metal,77.97220475473135
d-shaped,12,15,0,80,150,300,5,B1,none,78.8299667450522
d-shaped,12,15,0,80,150,300,5,B1,mu-metal,79.00266845779667
d-shaped,12,15,0,80,150,350,3,A1,none,78.81329399570437
d-shaped,12,15,0,80,150,350,3,A1,mu-metal,78.69115432951826
d-shaped,12,15,0,80,150,350,3,B1,none,78.75239042853273
d-shaped,12,15,0,80,150,350,3,B1,mu-metal,78.13560424875871
d-shaped,12,15,0,80,150,350,5,A1,none,79.58942884250634
d-shaped,12,15,0,80,150,350,5,A1,mu-metal,78.91326304793184
d-shaped,12,15,0,80,150,350,5,B1,none,78.39875574876281
d-shaped,12,15,0,80,150,350,5,B1,mu-metal,78.56633296505099
d-shaped,12,15,0,80,170,300,3,A1,none,78.30042559368262
d-shaped,12,15,0,80,170,300,3,A1,mu-metal,78.85244365910057
d-shaped,12,15,0,80,170,300,3,B1,none,78.8761022149485
d-shaped,12,15,0,80,170,300,3,B1,mu-metal,79.24502739427486
d-shaped,12,15,0,80,170,300,5,A1,none,78.5301497591408
d-shaped,12,15,0,80,170,300,5,A1,mu-metal,79.44408561329152
d-shaped,12,15,0,80,170,300,5,B1,none,78.36029197130921
d-shaped,12,15,0,80,170,300,5,B1,mu-metal,78.92878720924078
d-shaped,12,15,0,80,170,350,3,A1,none,77.95330819276487
d-shaped,12,15,0,80,170,350,3,A1,mu-metal,78.71139204337584
d-shaped,12,15,0,80,170,350,3,B1,none,79.3740004691033
d-shaped,12,15,0,80,170,350,3,B1,mu-metal,78.59166148129144
d-shaped,12,15,0,80,170,350,5,A1,none,78.52756122319663
d-shaped,12,15,0,80,170,350,5,A1,mu-metal,78.08791860386116
d-shaped,12,15,0,80,170,350,5,B1,none,79.09527864074121
d-shaped,12,15,0,80,170,350,5,B1,mu-metal,78.85598272082599
d-shaped,12,15,0,90,150,300,3,A1,none,79.59340972568815
d-shaped,12,15,0,90,150,300,3,A1,mu-metal,77.90672423390974
d-shaped,12,15,0,90,150,300,3,B1,none,79.8037826500088
d-shaped,12,15,0,90,150,300,3,B1,mu-metal,79.01413704251226
d-shaped,12,15,0,90,150,300,5,A1,none,78.53699867964049
d-shaped,12,15,0,90,150,300,5,A1,mu-metal,79.30033160529717
d-shaped,12,15,0,90,150,300,5,B1,none,78.75663518537304
d-shaped,12,15,0,90,150,300,5,B1,mu-metal,79.73118308259147
d-shaped,12,15,0,90,150,350,3,A1,none,77.9287895100635
d-shaped,12,15,0,90,150,350,3,A1,mu-metal,78.90381514027128
d-shaped,12,15,0,90,150,350,3,B1,none,79.58936087092539
d-shaped,12,15,0,90,150,350,3,B1,mu-metal,79.19771401395178
d-shaped,12,15,0,90,150,350,5,A1,none,78.57573169977182
d-shaped,12,15,0,90,150,350,5,A1,mu-metal,78.7995059047637
d-shaped,12,15,0,90,150,350,5,B1,none,78.56299893171554
d-shaped,12,15,0,90,150,350,5,B1,mu-metal,78.01168979333582
d-shaped,12,15,0,90,170,300,3,A1,none,78.61583813274781
d-shaped,12,15,0,90,170,300,3,A1,mu-metal,78.76627528478566
d-shaped,12,15,0,90,170,300,3,B1,none,78.19846578170605
d-shaped,12,15,0,90,170,300,3,B1,mu-metal,78.65471590173198
d-shaped,12,15,0,90,170,300,5,A1,none,79.43832108000245
d-shaped,12,15,0,90,170,300,5,A1,mu-metal,79.18868684793213
d-shaped,12,15,0,90,170,300,5,B1,none,79.48199733571796
d-shaped,12,15,0,90,170,300,5,B1,mu-metal,78.26426521638948
d-shaped,12,15,0,90,170,350,3,A1,none,78.95776690476931
d-shaped,12,15,0,90,170,350,3,A1,mu-metal,79.10150292625691
d-shaped,12,15,0,90,170,350,3,B1,none,78.47282120030894
d-shaped,12,15,0,90,170,350,3,B1,mu-metal,79.88071226759922
d-shaped,12,15,0,90,170,350,5,A1,none,79.0629738429281
d-shaped,12,15,0,90,170,350,5,A1,mu-metal,77.83960484678957
d-shaped,12,15,0,90,170,350,5,B1,none,78.78560350286313
d-shaped,12,15,0,90,170,350,5,B1,mu-metal,78.57694658064642
d-shaped,12,15,10,80,150,300,3,A1,none,74.37110431803197
d-shaped,12,15,10,80,150,300,3,A1,mu-metal,74.66879375437938
d-shaped,12,15,10,80,150,300,3,B1,none,74.31538763778357
d-shaped,12,15,10,80,150,300,3,B1,mu-metal,73.55949568926063
d-shaped,12,15,10,80,150,300,5,A1,none,74.26120103867902
d-shaped,12,15,10,80,150,300,5,A1,mu-metal,73.46573307372512
d-shaped,12,15,10,80,150,300,5,B1,none,73.60955580050127
d-shaped,12,15,10,80,150,300,5,B1,mu-metal,73.74691926376069
d-shaped,12,15,10,80,150,350,3,A1,none,74.65149495886509
d-shaped,12,15,10,80,150,350,3,A1,mu-metal,74.84986798768624
d-shaped,12,15,10,80,150,350,3,B1,none,73.82408288840207
d-shaped,12,15,10,80,150,350,3,B1,mu-metal,74.41640366572948
d-shaped,12,15,10,80,150,350,5,A1,none,74.51832934553414
d-shaped,12,15,10,80,150,350,5,A1,mu-metal,74.26440126172494
d-shaped,12,15,10,80,150,350,5,B1,none,73.8402772857103
d-shaped,12,15,10,80,150,350,5,B1,mu-metal,75.0469838421201
d-shaped,12,15,10,80,170,300,3,A1,none,74.31107295525842
d-shaped,12,15,10,80,170,300,3,A1,mu-metal,74.36202971633449
d-shaped,12,15,10,80,170,300,3,B1,none,73.40582899027156
d-shaped,12,15,10,80,170,300,3,B1,mu-metal,74.15312680877987
d-shaped,12,15,10,80,170,300,5,A1,none,75.02730058802855
d-shaped,12,15,10,80,170,300,5,A1,mu-metal,74.38494375894119
d-shaped,12,15,10,80,170,300,5,B1,none,73.37807624584006
d-shaped,12,15,10,80,170,300,5,B1,mu-metal,74.20457008685322
d-shaped,12,15,10,80,170,350,3,A1,none,74.32072023612369
d-shaped,12,15,10,80,170,350,3,A1,mu-metal,73.87330301443457
d-shaped,12,15,10,80,170,350,3,B1,none,74.52461809165945
d-shaped,12,15,10,80,170,350,3,B1,mu-metal,73.96988801072133
d-shaped,12,15,10,80,170,350,5,A1,none,74.53864904658549
d-shaped,12,15,10,80,170,350,5,A1,mu-metal,74.64005342602866
d-shaped,12,15,10,80,170,350,5,B1,none,73.88201451717704
d-shaped,12,15,10,80,170,350,5,B1,mu-metal,73.8428853423047
d-shaped,12,15,10,90,150,300,3,A1,none,73.23094456188659
d-shaped,12,15,10,90,150,300,3,A1,mu-metal,74.83298793332526
d-shaped,12,15,10,90,150,300,3,B1,none,73.77885959271671
d-shaped,12,15,10,90,150,300,3,B1,mu-metal,72.99785365412818
d-shaped,12,15,10,90,150,300,5,A1,none,74.37091213669473
d-shaped,12,15,10,90,150,300,5,A1,mu-metal,74.4025903197381
d-shaped,12,15,10,90,150,300,5,B1,none,74.35316130506926
d-shaped,12,15,10,90,150,300,5,B1,mu-metal,74.19569799551732
d-shaped,12,15,10,90,150,350,3,A1,none,73.51235148175682
d-shaped,12,15,10,90,150,350,3,A1,mu-metal,73.53414478753454
d-shaped,12,15,10,90,150,350,3,B1,none,74.9041188440791
